Name,Value
 YakS Kitchen,3074
 Yataii  ShangriLa Hotel,3075
 Yauatcha,3076
 Yo Chow,3077
 Yomama,3078
 York St,3079
 You Mee,3080
 Yuan Restaurant,3081
 Yum In My Tum,3082
 Yum Kitchen,3083
 Yummy Biryani,3084
 Yummy Tummy,3085
 Yumyumdilli,3086
 Yumyumsouth,3087
 ZBar,3088
 Zabi,3089
 Zaica Dine  Wine,3090
 Zaika Take Away,3091
 Zaitoon,3092
 Zaks Mediterranean Cuisine,3093
 Zam Zam Darbar,3094
 Zam Zam Kabab House,3095
 Zamindar,3096
 Zamindars Biryani Durbar,3097
 Zangos Grill,3098
 Zawaa Foods,3099
 Zayakedar,3100
 Zee5 Loft,3101
 Zeeshan,3102
 Zen  The Leela Palace,3103
 Zephyr,3104
 Zero Kelvin,3105
 Zero Mile Punjab,3106
 ZhangS  Chinese Restaurant,3107
 Zhangs Classic,3108
 Zingron,3109
 Zodiac,3110
 Zodiac  Fortune Select Jp Cosmos Hotel,3111
 ZoeyS,3112
 Zoroy Luxury Chocolate,3113
 Zyara,3114
